"subjID"	"PRCw"	"PRRw"	"PUCw"	"PURw"
"32"	147	1	0.930555555555556	0.902439024390244	0.978723404255319
"33"	148	0.835616438356164	0.787878787878788	0.781818181818182	0.782608695652174
"34"	150	0.988636363636364	1	0.955555555555556	1
"35"	151	0.924242424242424	0.882352941176471	0.833333333333333	0.75
"36"	152	0.946666666666667	0.862068965517241	0.821428571428571	0.761904761904762
"37"	153	0.864197530864197	0.941176470588235	0.882352941176471	1
"38"	154	0.905405405405405	0.935483870967742	0.533333333333333	0.56
"39"	155	1	1	0.977777777777778	0.947368421052632
"40"	156	1	0.96969696969697	0.851063829787234	1
"41"	157	0.986842105263158	0.96969696969697	0.826923076923077	0.88
"42"	158	0.919354838709677	0.941176470588235	0.985714285714286	1
"43"	159	0.80952380952381	0.733333333333333	0.676470588235294	0.72
"44"	160	0.584615384615385	0.594594594594595	0.818181818181818	0.85
"45"	161	0.792207792207792	0.592592592592593	0.581818181818182	0.566666666666667
"46"	162	1	1	1	1
"47"	163	0.957142857142857	0.891891891891892	0.921875	1
"48"	164	0.985714285714286	0.810810810810811	0.694915254237288	0.9
"49"	165	1	1	0.553846153846154	0.607142857142857
"50"	166	0.753086419753086	0.633333333333333	0.518518518518518	0.56
"51"	167	0.603174603174603	0.64	0.525423728813559	0.363636363636364
"52"	168	1	1	1	1
"53"	169	0.626865671641791	0.65625	0.5	0.62962962962963
"54"	170	0.317460317460317	0.3	0.507692307692308	0.391304347826087
"55"	178	0.742857142857143	0.75	0.448275862068966	0.3
"56"	180	0.721518987341772	0.607142857142857	0.648148148148148	0.724137931034483
"57"	181	0.788461538461538	0.708333333333333	0.65	0.80952380952381
"58"	182	0.754716981132076	0.818181818181818	0.784810126582278	0.681818181818182
"59"	183	0.753424657534247	0.62962962962963	0.6	0.5
"60"	184	0.544117647058823	0.766666666666667	0.733333333333333	0.68
"61"	187	0.818181818181818	0.763157894736842	0.545454545454545	0.526315789473684
"62"	188	0.80952380952381	0.769230769230769	0.768115942028985	0.84375
"63"	189	0.948717948717949	0.96875	0.796296296296296	0.846153846153846
"64"	194	0.611940298507463	0.766666666666667	0.549019607843137	0.684210526315789
"65"	195	0.640625	0.666666666666667	0.553571428571429	0.454545454545455
"66"	196	0.4	0.482758620689655	0.777777777777778	0.566666666666667
"67"	197	1	0.956521739130435	1	0.962962962962963
"68"	199	0.835820895522388	0.857142857142857	0.711864406779661	0.5
"69"	200	0.987951807228916	0.958333333333333	0.843137254901961	0.8125
"70"	201	0.857142857142857	0.961538461538462	0.8	0.857142857142857
"71"	203	0.888888888888889	0.967741935483871	0.691176470588235	0.826086956521739
"72"	204	0.973684210526316	0.96969696969697	1	1
"73"	205	1	1	0.942857142857143	1
"74"	206	0.790123456790123	0.928571428571429	0.627450980392157	0.785714285714286
"75"	207	0.746031746031746	0.666666666666667	0.53968253968254	0.545454545454545
"76"	208	0.730769230769231	0.730769230769231	0.709090909090909	0.806451612903226
"77"	209	0.342105263157895	0.433333333333333	0.5	0.434782608695652
"78"	210	0.868852459016393	0.95	0.708333333333333	0.6875
"79"	211	0.733333333333333	0.857142857142857	0.9	0.870967741935484
"80"	212	0.790123456790123	0.617647058823529	0.607843137254902	0.782608695652174
"81"	213	0.585714285714286	0.676470588235294	0.741935483870968	0.625
"82"	214	0.974358974358974	1	0.555555555555556	0.260869565217391
"83"	217	0.573529411764706	0.741935483870968	0.671875	0.777777777777778
"84"	218	0.94047619047619	0.96969696969697	0.717391304347826	0.653846153846154
"85"	219	0.948051948051948	0.928571428571429	0.789473684210526	0.678571428571429
"86"	220	0.897058823529412	0.931034482758621	0.846153846153846	0.791666666666667
"87"	222	0.957746478873239	1	0.966666666666667	0.928571428571429
"88"	223	0.561643835616438	0.652173913043478	0.672131147540984	0.8125
"89"	224	0.5	0.675675675675676	0.76271186440678	0.722222222222222
"90"	225	0.477611940298507	0.612903225806452	0.446153846153846	0.32
"91"	226	0.986666666666667	0.911764705882353	0.741379310344828	0.857142857142857
"92"	227	0.902439024390244	1	0.884615384615385	0.857142857142857
"93"	228	0.884057971014493	0.964285714285714	0.661538461538462	0.892857142857143
"94"	229	0.590909090909091	0.461538461538462	0.7	0.608695652173913
"95"	230	0.925925925925926	0.944444444444444	0.851063829787234	0.8
"96"	231	0.835820895522388	0.763157894736842	0.861538461538462	0.684210526315789
"97"	232	1	1	0.961538461538462	0.961538461538462
"98"	234	0.850746268656716	0.75	0.790322580645161	0.730769230769231
"99"	235	0.73015873015873	0.709677419354839	0.878787878787879	0.692307692307692
"100"	238	0.887096774193548	0.761904761904762	0.771929824561403	0.689655172413793
"101"	240	0.845070422535211	0.92	0.525423728813559	0.666666666666667
"102"	241	0.36	0.384615384615385	0.525423728813559	0.566666666666667
"103"	243	0.876543209876543	0.709677419354839	0.73469387755102	0.84
"104"	244	0.876543209876543	0.857142857142857	0.795918367346939	0.75
"105"	246	0.879518072289157	0.774193548387097	0.69047619047619	0.91304347826087
"106"	248	1	0.444444444444444	0.533333333333333	0.583333333333333
"107"	249	0.96875	0.942857142857143	0.967741935483871	0.954545454545455
"108"	250	0.985507246376812	0.857142857142857	0.920634920634921	0.956521739130435
"109"	251	1	1	1	1
"110"	252	0.955223880597015	1	0.769230769230769	1
"111"	253	1	1	1	1
"112"	254	0.985294117647059	0.96551724137931	0.916666666666667	0.884615384615385
"113"	255	0.891566265060241	0.852941176470588	0.877551020408163	0.791666666666667
"114"	259	1	0.952380952380952	0.975	0.942857142857143
"115"	260	0.46875	0.407407407407407	0.5	0.636363636363636
"116"	261	0.974683544303797	0.966666666666667	0.843137254901961	1
"117"	262	0.457627118644068	0.5	0.573529411764706	0.428571428571429
"118"	263	0.836065573770492	0.653846153846154	0.721311475409836	0.76
"119"	264	0.630769230769231	0.592592592592593	0.661538461538462	0.523809523809524
"120"	265	0.783333333333333	0.909090909090909	0.852941176470588	0.962962962962963
"121"	266	0.875	0.862068965517241	0.578947368421053	0.68
"122"	267	0.6	0.67741935483871	0.526315789473684	0.333333333333333
"123"	269	0.782608695652174	0.695652173913043	0.636363636363636	0.580645161290323
"124"	270	0.654545454545455	0.724137931034483	0.53125	0.521739130434783
"125"	271	0.9	0.717948717948718	0.847457627118644	0.7
"126"	272	0.28	0.147058823529412	0.298245614035088	0.391304347826087
"127"	273	0.918918918918919	0.914285714285714	0.709090909090909	0.541666666666667
"128"	274	0.985294117647059	0.964285714285714	0.928571428571429	0.964285714285714
"129"	275	0.942028985507246	0.941176470588235	0.433333333333333	0.666666666666667
"130"	276	0.693877551020408	0.888888888888889	0.72	0.703703703703704
"131"	277	0.434782608695652	0.458333333333333	0.583333333333333	0.676470588235294
"132"	278	0.704225352112676	0.465116279069767	0.644067796610169	0.461538461538462
"133"	279	0.985714285714286	0.870967741935484	0.639344262295082	0.807692307692308
"134"	280	0.930555555555556	0.875	0.833333333333333	0.827586206896552
"135"	281	0.915492957746479	0.96551724137931	0.733333333333333	0.72
"136"	282	0.873417721518987	0.941176470588235	0.730769230769231	0.869565217391304
"137"	283	0.91566265060241	0.7	0.42	0.384615384615385
"138"	284	0.688524590163934	0.684210526315789	0.590163934426229	0.606060606060606
"139"	285	0.973333333333333	1	0.339622641509434	0.346153846153846
"140"	286	0.987012987012987	0.962962962962963	0.962962962962963	1
"141"	288	0.65625	0.523809523809524	0.80952380952381	0.6
"142"	289	0.341772151898734	0.514285714285714	0.403846153846154	0.2
"143"	290	0.839285714285714	0.848484848484849	0.774647887323944	0.705882352941177
"144"	291	0.891891891891892	0.888888888888889	0.678571428571429	0.620689655172414
"145"	292	0.986666666666667	0.857142857142857	0.711864406779661	0.807692307692308
"146"	293	0.957142857142857	0.851851851851852	0.843137254901961	0.947368421052632
"147"	294	1	1	0.961538461538462	0.956521739130435
"148"	296	0.676923076923077	0.741935483870968	0.53125	0.652173913043478
"149"	298	0.986111111111111	0.91304347826087	0.886792452830189	0.96875
"150"	299	0.984615384615385	1	0.835820895522388	0.846153846153846
"151"	300	0.924242424242424	0.821428571428571	0.873015873015873	0.9
"152"	301	0.909090909090909	0.84	0.830188679245283	0.583333333333333
"153"	302	0.613333333333333	0.583333333333333	0.847457627118644	0.666666666666667
"154"	303	0.988095238095238	0.857142857142857	0.8125	0.956521739130435
"155"	305	1	1	1	1
"156"	308	0.918604651162791	0.909090909090909	0.421052631578947	0.482758620689655
"157"	311	0.968253968253968	0.785714285714286	0.623188405797101	0.821428571428571
"158"	312	0.855555555555556	0.9	0.804878048780488	0.88
"159"	313	0.986111111111111	0.5625	0.564516129032258	0.791666666666667
"160"	314	0.945945945945946	0.652173913043478	0.508771929824561	0.933333333333333
"161"	315	0.717948717948718	0.75	0.557692307692308	0.565217391304348
"162"	316	0.915492957746479	0.735294117647059	0.315789473684211	0.35
"163"	317	0.98780487804878	1	0.958333333333333	0.952380952380952
"164"	318	1	1	1	1
"165"	319	0.953846153846154	0.931034482758621	0.728813559322034	0.769230769230769
"166"	320	0.850746268656716	0.695652173913043	0.431034482758621	0.551724137931034
"167"	321	0.895522388059702	0.571428571428571	0.535714285714286	0.5
"168"	322	0.36	0.545454545454545	0.573770491803279	0.481481481481481
"169"	323	0.959459459459459	0.862068965517241	0.815789473684211	1
"170"	324	0.2	0.121212121212121	0.319148936170213	0.222222222222222
"171"	325	1	1	1	1
"172"	326	0.465753424657534	0.451612903225806	0.508196721311475	0.76
"173"	327	0.955223880597015	1	0.968253968253968	0.90625
"174"	328	0.948051948051948	0.971428571428571	0.454545454545455	0.523809523809524
"175"	329	0.783132530120482	0.529411764705882	0.44	0.363636363636364
"176"	330	0.415094339622642	0.72	0.65625	0.583333333333333
"177"	331	0.904109589041096	0.916666666666667	0.576271186440678	0.409090909090909
"178"	333	0.9875	0.5	0.634615384615385	0.966666666666667
"179"	334	0.726027397260274	0.611111111111111	0.803571428571429	0.85
"180"	335	0.810126582278481	0.837837837837838	0.693877551020408	0.647058823529412
"181"	336	0.974025974025974	0.96875	0.947368421052632	1
"182"	337	1	0.970588235294118	0.857142857142857	1
"183"	338	0.868852459016393	0.870967741935484	0.954545454545455	0.863636363636364
"184"	339	0.918918918918919	0.794117647058823	0.732142857142857	0.826086956521739
"185"	341	0.140845070422535	0.08	0.0476190476190476	0.037037037037037
"186"	342	0.986486486486487	1	0.754098360655738	0.846153846153846
"187"	343	0.861538461538462	0.733333333333333	0.707692307692308	0.833333333333333
"188"	344	0.545454545454545	0.615384615384615	0.4375	0.413793103448276
"189"	345	0.794117647058823	0.71875	0.741379310344828	0.727272727272727
"190"	346	0.902777777777778	0.96551724137931	0.474576271186441	0.458333333333333
"191"	347	0.974025974025974	0.939393939393939	0.74468085106383	0.882352941176471
"192"	348	0.971428571428571	0.923076923076923	0.839285714285714	0.84375
"193"	349	0.970588235294118	0.964285714285714	0.721311475409836	0.785714285714286
"194"	350	0.962962962962963	0.939393939393939	0.320754716981132	0.0434782608695652
"195"	353	0.39344262295082	0.782608695652174	0.43859649122807	0.733333333333333
